file_id,type,point_count_2m_radius,mean_intensity,median_intensity,std_intensity,min_intensity,max_intensity
10000372,clean,1301,0.015309,0.003922,0.032596,0.000000,0.227451
10000373,clean,1248,0.015991,0.003922,0.034034,0.000000,0.243137
10000374,clean,1252,0.015022,0.003922,0.031707,0.000000,0.235294
10000375,clean,1328,0.016238,0.003922,0.035740,0.000000,0.239216
10000376,clean,1359,0.015594,0.003922,0.033749,0.000000,0.231373
10000377,clean,1363,0.017243,0.003922,0.037848,0.000000,0.243137
10000378,clean,1267,0.016525,0.003922,0.037420,0.000000,0.247059
10000379,clean,1272,0.013880,0.003922,0.028958,0.000000,0.235294
10000380,clean,1279,0.016937,0.003922,0.037060,0.000000,0.235294
10000381,clean,1342,0.015166,0.003922,0.034293,0.000000,0.235294
10000382,clean,1267,0.016014,0.003922,0.035161,0.000000,0.239216
10000383,clean,1310,0.015399,0.003922,0.033511,0.000000,0.227451
10000384,clean,1317,0.015201,0.003922,0.034082,0.000000,0.250980
10000385,clean,1272,0.013198,0.003922,0.027358,0.000000,0.235294
10000386,clean,1282,0.015386,0.003922,0.034790,0.000000,0.258824
10000387,clean,1295,0.016713,0.003922,0.036669,0.000000,0.235294
10000388,clean,1259,0.015580,0.003922,0.033029,0.000000,0.227451
10000389,clean,1267,0.015881,0.003922,0.033875,0.000000,0.258824
10000390,clean,1357,0.023324,0.003922,0.076515,0.000000,0.945098
