file_id,type,point_count_2m_radius,mean_intensity,median_intensity,std_intensity,min_intensity,max_intensity
10002121,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002122,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002123,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002124,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002125,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002126,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002127,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002128,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002129,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002130,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002131,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002132,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002133,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002134,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002135,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002136,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002137,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002138,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002139,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002140,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002141,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002142,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002143,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002144,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002145,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002146,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002147,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002148,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002149,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002150,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002151,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002152,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002153,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002154,clean,1,0.000000,0.000000,0.000000,0.000000,0.000000
10002155,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002156,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002157,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002158,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002159,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002160,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002161,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002162,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002163,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002164,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002165,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002166,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002167,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002168,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002169,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002170,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002171,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002172,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002173,clean,6,0.012418,0.013725,0.004185,0.003922,0.015686
10002174,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002175,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002176,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002177,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002178,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002179,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002180,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002181,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002182,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002183,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002184,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002185,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002186,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002187,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002188,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002189,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002190,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002191,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002192,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002193,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002194,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002195,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002196,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002197,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002198,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002199,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002200,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002201,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002202,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002203,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002204,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002205,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002206,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002207,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002208,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002209,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002210,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002211,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002212,clean,1,0.000000,0.000000,0.000000,0.000000,0.000000
10002213,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002214,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002215,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002216,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002217,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002218,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002219,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002220,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002221,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002222,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002223,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002224,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002225,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002226,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002227,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002228,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002229,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002230,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002231,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002232,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002233,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002234,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002235,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002236,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002237,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002238,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002239,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002240,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002241,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002242,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002243,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002244,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002245,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002246,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002247,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002248,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002249,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002250,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002251,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002252,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002253,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002254,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002255,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002256,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002257,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002258,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002259,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002260,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002261,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002262,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002263,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002264,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002265,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002266,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002267,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002268,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002269,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002270,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002271,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002272,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002273,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002274,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002275,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002276,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002277,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002278,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002279,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002280,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002281,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002282,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002283,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002284,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002285,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002286,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002287,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002288,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002289,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002290,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002291,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002292,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002293,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002294,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002295,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002296,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002297,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002298,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002299,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002300,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002301,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002302,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002303,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002304,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002305,clean,1,0.000000,0.000000,0.000000,0.000000,0.000000
10002306,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002307,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002308,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002309,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002310,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002311,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002312,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002313,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002314,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002315,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002316,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002317,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002318,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002319,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002320,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002321,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002322,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002323,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002324,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002325,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002326,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002327,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002328,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002329,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002330,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002331,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002332,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002333,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002334,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002335,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002336,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002337,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002338,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002339,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002340,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002341,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002342,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002343,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002344,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002345,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002346,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002347,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002348,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002349,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002350,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002351,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002352,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002353,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002354,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002355,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002356,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002357,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002358,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002359,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002360,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002361,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002362,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002363,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002364,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002365,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002366,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002367,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002368,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002369,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002370,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002371,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002372,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002373,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002374,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002375,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002376,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002377,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002378,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002379,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002380,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002381,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002382,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002383,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002384,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002385,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002386,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002387,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002388,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002389,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002390,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002391,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002392,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002393,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002394,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002395,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002396,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002397,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002398,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002399,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002400,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002401,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002402,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002403,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002404,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002405,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002406,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002407,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002408,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002409,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002410,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002411,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002412,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002413,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002414,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002415,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002416,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002417,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002418,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002419,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002420,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002421,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002422,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002423,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002424,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002425,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002426,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002427,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002428,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002429,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002430,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002431,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002432,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002433,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002434,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002435,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002436,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002437,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002438,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002439,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002440,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002441,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002442,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002443,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002444,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002445,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002446,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002447,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002448,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002449,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002450,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002451,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002452,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002453,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002454,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002455,clean,1,0.007843,0.007843,0.000000,0.007843,0.007843
10002456,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002457,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002458,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002459,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002460,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002461,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002462,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002463,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002464,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002465,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002466,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002467,clean,8,0.012255,0.011765,0.004130,0.007843,0.019608
10002468,clean,14,0.010084,0.011765,0.004852,0.003922,0.015686
10002469,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002470,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002471,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002472,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002473,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002474,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002475,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002476,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002477,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002478,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002479,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002480,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002481,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002482,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002483,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002484,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002485,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002486,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002487,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002488,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002489,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002490,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002491,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002492,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002493,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002494,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002495,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002496,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002497,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002498,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002499,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002500,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002501,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002502,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002503,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002504,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002505,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002506,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002507,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002508,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002509,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002510,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002511,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002512,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002513,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002514,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002515,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002516,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002517,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002518,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002519,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002520,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002521,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002522,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002523,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002524,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002525,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002526,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002527,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002528,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002529,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
10002530,clean,0,0.000000,0.000000,0.000000,0.000000,0.000000
